Country GPSC_PoPUNK2 Sample_accession Lane_accession
SOUTH AFRICA 10 ERS708207 ERR1066169
SOUTH AFRICA 10 ERS708232 ERR1065815
SOUTH AFRICA 10 ERS708424 ERR1066276
SOUTH AFRICA 10 ERS708656 ERR1065502
SOUTH AFRICA 10 ERS708693 ERR1065539
SOUTH AFRICA 10 ERS708699 ERR1065545
SOUTH AFRICA 10 ERS708705 ERR1065551
SOUTH AFRICA 10 ERS708710 ERR1065556
SOUTH AFRICA 10 ERS638809 ERR908881
SOUTH AFRICA 10 ERS639217 ERR913147
SOUTH AFRICA 10 ERS639274 ERR909012
SOUTH AFRICA 10 ERS639298 ERR909036
SOUTH AFRICA 10 ERS639796 ERR909087
SOUTH AFRICA 10 ERS390765 ERR490734
SOUTH AFRICA 10 ERS390797 ERR490766
SOUTH AFRICA 10 ERS429002 ERR570460
SOUTH AFRICA 10 ERS428606 ERR568449
SOUTH AFRICA 10 ERS428612 ERR568455
SOUTH AFRICA 10 ERS428620 ERR568462
SOUTH AFRICA 10 ERS428622 ERR568464
SOUTH AFRICA 10 ERS428623 ERR568465
SOUTH AFRICA 10 ERS428627 ERR568469
SOUTH AFRICA 10 ERS428628 ERR568470
SOUTH AFRICA 10 ERS428633 ERR568475
SOUTH AFRICA 10 ERS390668 ERR505919
SOUTH AFRICA 10 ERS428669 ERR568510
SOUTH AFRICA 10 ERS428672 ERR568513
SOUTH AFRICA 10 ERS428683 ERR568523
SOUTH AFRICA 10 ERS428715 ERR568555
SOUTH AFRICA 10 ERS428734 ERR568574
SOUTH AFRICA 10 ERS428736 ERR568576
SOUTH AFRICA 10 ERS428742 ERR568582
SOUTH AFRICA 10 ERS428752 ERR568592
SOUTH AFRICA 10 ERS428795 ERR568634
SOUTH AFRICA 10 ERS390686 ERR505937
SOUTH AFRICA 10 ERS428869 ERR568702
SOUTH AFRICA 10 ERS428886 ERR568719
SOUTH AFRICA 10 ERS428894 ERR568727
SOUTH AFRICA 10 ERS428912 ERR568745
SOUTH AFRICA 10 ERS428925 ERR570385
SOUTH AFRICA 10 ERS428930 ERR570390
SOUTH AFRICA 10 ERS428955 ERR570415
SOUTH AFRICA 10 ERS390717 ERR505968
SOUTH AFRICA 10 ERS390737 ERR490706
KENYA 10 ERS2862522 ERR3217603
KENYA 10 ERS2862126 ERR3217421
KENYA 10 ERS2862132 ERR3217642
KENYA 10 ERS2862187 ERR3217438
KENYA 10 ERS2862145 ERR3217426
KENYA 10 ERS2021587 ERR2352256
KENYA 10 ERS2862169 ERR3217765
KENYA 10 ERS2862171 ERR3217391
KENYA 10 ERS2862891 ERR3217707
KENYA 10 ERS2862941 ERR3192335
KENYA 10 ERS2862944 ERR3217735
KENYA 10 ERS2862896 ERR3192256
KENYA 10 ERS2862959 ERR3192386
KENYA 10 ERS2862326 ERR3217573
KENYA 10 ERS2862338 ERR3217621
KENYA 10 ERS2862353 ERR3217497
KENYA 10 ERS2862387 ERR3164126
KENYA 10 ERS2862438 ERR3164269
KENYA 10 ERS2862577 ERR3164371
KENYA 10 ERS2862493 ERR3164467
KENYA 10 ERS2862501 ERR3164107
KENYA 10 ERS3862673 not found
KENYA 10 ERS2862812 ERR3164478
KENYA 10 ERS2862854 ERR3192385
KENYA 10 ERS2862628 ERR3164177
KENYA 10 ERS2862700 ERR3164432
KENYA 10 ERS3655235 ERR3655475
KENYA 10 ERS2862720 ERR3164125
KENYA 10 ERS3655238 ERR3655477
KENYA 10 ERS2862796 ERR3164413
KENYA 10 ERS2862806 ERR3164454
KENYA 10 ERS3655259 ERR3655172
MALAWI 22 ERS398858 ERR501579
MALAWI 22 ERS725999 ERR1202391
MALAWI 22 ERS553438 ERR774616
MALAWI 22 ERS625427 ERR862354
MALAWI 22 ERS625463 ERR862390
MALAWI 22 ERS625510 ERR862435
MALAWI 22 ERS625637 ERR869828
MALAWI 22 ERS625458 ERR862385
MALAWI 22 ERS553450 ERR774622
MALAWI 22 ERS625669 ERR869856
MALAWI 22 ERS725828 ERR1202212
MALAWI 22 ERS625567 ERR862488
MALAWI 22 ERS625727 ERR869913
MALAWI 22 ERS725320 ERR1288833
MALAWI 22 ERS625994 ERR870006
MALAWI 22 ERS626006 ERR870018
MALAWI 22 ERS725297 ERR1288822
MALAWI 22 ERS625614 ERR862535
MALAWI 22 ERS625654 ERR869843
MALAWI 22 ERS625687 ERR869874
MALAWI 22 ERS726053 ERR1202511
MALAWI 22 ERS726055 ERR1202512
MALAWI 22 ERS725437 ERR1288972
MALAWI 22 ERS725445 ERR1288976
MALAWI 22 ERS215289 ERR316933
MALAWI 22 ERS215202 ERR316851
MALAWI 22 ERS215258 ERR316903
MALAWI 22 ERS215311 ERR311083
MALAWI 22 ERS215210 ERR316858
MALAWI 22 ERS215073 ERR316727
MALAWI 22 ERS215223 ERR316870
MALAWI 22 ERS399021 ERR501615
MALAWI 22 ERS726093 ERR1202532
MALAWI 22 ERS813175 ERR1453498
MALAWI 22 ERS625569 ERR862490
MALAWI 22 ERS725788 ERR1202112
MALAWI 22 ERS726143 ERR1202465
MALAWI 22 ERS399031 ERR501622
MALAWI 22 ERS725331 ERR1288920
MALAWI 22 ERS553391 ERR774584
MALAWI 22 ERS725916 ERR1202264
MALAWI 22 ERS214946 ERR316607
MALAWI 22 ERS625408 ERR862336
THE GAMBIA 22 ERS497155 ERR714120
THE GAMBIA 22 ERS524869 ERR730149
THE GAMBIA 22 ERS524881 ERR730161
THE GAMBIA 22 ERS524904 ERR730183
THE GAMBIA 22 ERS524928 ERR730206
THE GAMBIA 22 ERS524955 ERR730231
THE GAMBIA 22 ERS524957 ERR730233
THE GAMBIA 22 ERS524983 ERR730257
THE GAMBIA 22 ERS525004 ERR730268
THE GAMBIA 22 ERS525030 ERR730282
THE GAMBIA 22 ERS525062 ERR730299
THE GAMBIA 22 ERS525073 ERR730305
THE GAMBIA 22 ERS525105 ERR730322
THE GAMBIA 22 ERS627129 ERR870109
THE GAMBIA 22 ERS627018 ERR870117
THE GAMBIA 22 ERS627145 ERR870162
THE GAMBIA 22 ERS627152 ERR870169
THE GAMBIA 22 ERS627162 ERR870179
THE GAMBIA 22 ERS627169 ERR870186
THE GAMBIA 22 ERS654371 ERR913233
THE GAMBIA 22 ERS654378 ERR913416
THE GAMBIA 22 ERS654482 ERR913435
THE GAMBIA 22 ERS654504 ERR913337
THE GAMBIA 22 ERS654521 ERR913347
THE GAMBIA 22 ERS654529 ERR913354
THE GAMBIA 22 ERS654549 ERR913364
THE GAMBIA 22 ERS654553 ERR913367
THE GAMBIA 22 ERS654583 ERR913390
THE GAMBIA 22 ERS654585 ERR913391
THE GAMBIA 22 ERS654594 ERR913474
THE GAMBIA 22 ERS654599 ERR913479
THE GAMBIA 22 ERS654604 ERR913396
THE GAMBIA 22 ERS686014 ERR997523
THE GAMBIA 22 ERS686042 ERR997544
THE GAMBIA 22 ERS686196 ERR997682
THE GAMBIA 22 ERS686206 ERR997692
THE GAMBIA 22 ERS686208 ERR997694
THE GAMBIA 22 ERS686215 ERR997700
THE GAMBIA 22 ERS686259 ERR984280
THE GAMBIA 22 ERS719614 ERR1106764
THE GAMBIA 22 ERS719615 ERR1106765
THE GAMBIA 22 ERS719638 ERR1106788
THE GAMBIA 22 ERS719677 ERR1191923
THE GAMBIA 22 ERS719720 ERR1191959
THE GAMBIA 22 ERS719724 ERR1192015
THE GAMBIA 22 ERS719746 ERR1192022
THE GAMBIA 22 ERS719788 ERR1192041
THE GAMBIA 22 ERS719794 ERR1192044
THE GAMBIA 22 ERS719797 ERR1192046
THE GAMBIA 22 ERS719815 ERR1192054
THE GAMBIA 22 ERS719838 ERR1192061
THE GAMBIA 22 ERS719840 ERR1192062
THE GAMBIA 22 ERS719870 ERR1192085
THE GAMBIA 22 ERS719872 ERR1192086
THE GAMBIA 22 ERS719908 ERR1192113
THE GAMBIA 22 ERS719917 ERR1192122
THE GAMBIA 22 ERS745590 ERR1430888
THE GAMBIA 22 ERS745593 ERR1430891
THE GAMBIA 22 ERS745604 ERR1430902
THE GAMBIA 22 ERS745605 ERR1430903
THE GAMBIA 22 ERS745694 ERR1430961
THE GAMBIA 22 ERS745709 ERR1430976
THE GAMBIA 22 ERS811776 ERR1540778
THE GAMBIA 22 ERS811784 ERR1540786
THE GAMBIA 22 ERS1813505 ERR2089218
THE GAMBIA 22 ERS811866 ERR1540828
THE GAMBIA 22 ERS811878 ERR1540834
THE GAMBIA 22 ERS811790 ERR1453303
THE GAMBIA 22 ERS811803 ERR1453309
THE GAMBIA 22 ERS1813534 ERR2089247
THE GAMBIA 22 ERS811849 ERR1453327
THE GAMBIA 22 ERS811871 ERR1453338
THE GAMBIA 22 ERS811892 ERR1453348
THE GAMBIA 22 ERS811933 ERR1453368
THE GAMBIA 22 ERS811944 ERR1453374
THE GAMBIA 22 ERS811952 ERR1453378
THE GAMBIA 22 ERS811960 ERR1453386
THE GAMBIA 22 ERS811966 ERR1453392
THE GAMBIA 22 ERS811987 ERR1453413
THE GAMBIA 22 ERS1222242 ERR1658076
THE GAMBIA 22 ERS1813346 ERR2089063
THE GAMBIA 22 ERS1813355 ERR2089072
THE GAMBIA 22 ERS1813360 ERR2089077
THE GAMBIA 22 ERS1813372 ERR2089088
THE GAMBIA 22 ERS1813376 ERR2089093
THE GAMBIA 22 ERS1813413 ERR2089130
THE GAMBIA 22 ERS1574287 ERR2089882
THE GAMBIA 22 ERS1574297 ERR2089892
THE GAMBIA 22 ERS1574298 ERR2089893
THE GAMBIA 22 ERS1574415 ERR2090010
THE GAMBIA 22 ERS1574426 ERR2090021
THE GAMBIA 22 ERS1574430 ERR2090025
THE GAMBIA 22 ERS1574451 ERR2090046
THE GAMBIA 22 ERS1574462 ERR2090057
THE GAMBIA 22 ERS1574471 ERR2090066
THE GAMBIA 22 ERS1574499 ERR2090094
SOUTH AFRICA 22 ERS464760 ERR633074
SOUTH AFRICA 22 ERS464819 ERR646544
SOUTH AFRICA 22 ERS464836 ERR646561
SOUTH AFRICA 22 ERS508360 ERR730549
SOUTH AFRICA 22 ERS508702 ERR714569
SOUTH AFRICA 22 ERS508853 ERR714629
SOUTH AFRICA 22 ERS508618 ERR730762
SOUTH AFRICA 22 ERS508683 ERR730782
SOUTH AFRICA 22 ERS509110 ERR730947
SOUTH AFRICA 22 ERS508991 ERR736921
SOUTH AFRICA 22 ERS509015 ERR736931
SOUTH AFRICA 22 ERS509034 ERR736937
SOUTH AFRICA 22 ERS509076 ERR730636
SOUTH AFRICA 22 ERS566456 ERR773988
SOUTH AFRICA 22 ERS566459 ERR773989
SOUTH AFRICA 22 ERS566385 ERR773834
SOUTH AFRICA 22 ERS566515 ERR774058
SOUTH AFRICA 22 ERS566588 ERR774294
SOUTH AFRICA 22 ERS566593 ERR774299
SOUTH AFRICA 22 ERS566602 ERR774308
SOUTH AFRICA 22 ERS566687 ERR774487
SOUTH AFRICA 22 ERS566782 ERR774111
SOUTH AFRICA 22 ERS566846 ERR774172
SOUTH AFRICA 22 ERS566921 ERR774247
SOUTH AFRICA 22 ERS566958 ERR774284
SOUTH AFRICA 22 ERS708335 ERR1066234
SOUTH AFRICA 22 ERS708414 ERR1066271
SOUTH AFRICA 22 ERS708547 ERR1065886
SOUTH AFRICA 22 ERS3781999 ERR3723516
SOUTH AFRICA 22 ERS3782133 ERR3795455
SOUTH AFRICA 22 ERS3782234 ERR3795449
SOUTH AFRICA 22 ERS3782435 ERR3796210
SOUTH AFRICA 22 ERS3782689 ERR3796418
SOUTH AFRICA 22 ERS3782779 ERR3796489
SOUTH AFRICA 22 ERS3782872 ERR3723734
SOUTH AFRICA 22 ERS3782949 ERR3723635
SOUTH AFRICA 22 ERS3783265 ERR3795888
SOUTH AFRICA 22 ERS3783486 ERR3795976
SOUTH AFRICA 22 ERS3783491 ERR3795996
SOUTH AFRICA 22 ERS3783606 ERR3795995
SOUTH AFRICA 22 ERS3783611 ERR3796091
SOUTH AFRICA 22 ERS464363 ERR600395
SOUTH AFRICA 22 ERS464385 ERR600416
SOUTH AFRICA 22 ERS464389 ERR600420
SOUTH AFRICA 22 ERS640102 ERR925280
SOUTH AFRICA 22 ERS640119 ERR925297
SOUTH AFRICA 22 ERS640113 ERR925291
SOUTH AFRICA 22 ERS640130 ERR925308
SOUTH AFRICA 22 ERS640162 ERR925340
SOUTH AFRICA 22 ERS640139 ERR925317
SOUTH AFRICA 22 ERS640196 ERR925374
SOUTH AFRICA 22 ERS638716 ERR900726
SOUTH AFRICA 22 ERS640182 ERR925360
SOUTH AFRICA 22 ERS640206 ERR925384
SOUTH AFRICA 22 ERS640222 ERR925400
SOUTH AFRICA 22 ERS640200 ERR925378
SOUTH AFRICA 22 ERS638817 ERR925076
SOUTH AFRICA 22 ERS707525 ERR1065116
SOUTH AFRICA 22 ERS707579 ERR1065143
SOUTH AFRICA 22 ERS707584 ERR1065146
SOUTH AFRICA 22 ERS707610 ERR1065159
SOUTH AFRICA 22 ERS707668 ERR1065189
SOUTH AFRICA 22 ERS707687 ERR1065199
SOUTH AFRICA 22 ERS707518 ERR1065207
SOUTH AFRICA 22 ERS707542 ERR1065219
SOUTH AFRICA 22 ERS707573 ERR1065233
SOUTH AFRICA 22 ERS707575 ERR1065234
SOUTH AFRICA 22 ERS707577 ERR1065235
SOUTH AFRICA 22 ERS707611 ERR1065252
SOUTH AFRICA 22 ERS707620 ERR1065256
SOUTH AFRICA 22 ERS707656 ERR1065273
SOUTH AFRICA 22 ERS707686 ERR1065286
SOUTH AFRICA 22 ERS707692 ERR1065289
SOUTH AFRICA 22 ERS707709 ERR1065300
SOUTH AFRICA 22 ERS707740 ERR1065315
SOUTH AFRICA 22 ERS707813 ERR1065349
SOUTH AFRICA 22 ERS707890 ERR1065387
SOUTH AFRICA 22 ERS707894 ERR1066010
SOUTH AFRICA 22 ERS707735 ERR1065934
SOUTH AFRICA 22 ERS707743 ERR1065938
SOUTH AFRICA 22 ERS707751 ERR1065942
SOUTH AFRICA 22 ERS707758 ERR1065946
SOUTH AFRICA 22 ERS707769 ERR1065952
SOUTH AFRICA 22 ERS707773 ERR1065954
SOUTH AFRICA 22 ERS707784 ERR1065960
SOUTH AFRICA 22 ERS707788 ERR1065962
SOUTH AFRICA 22 ERS707793 ERR1065965
SOUTH AFRICA 22 ERS707797 ERR1065967
SOUTH AFRICA 22 ERS707810 ERR1065974
SOUTH AFRICA 22 ERS707819 ERR1065979
SOUTH AFRICA 22 ERS707841 ERR1065990
SOUTH AFRICA 22 ERS707848 ERR1065993
SOUTH AFRICA 22 ERS707862 ERR1066000
SOUTH AFRICA 22 ERS707865 ERR1066002
SOUTH AFRICA 22 ERS707867 ERR1066003
SOUTH AFRICA 22 ERS707889 ERR1065643
SOUTH AFRICA 22 ERS707899 ERR1065646
SOUTH AFRICA 22 ERS707975 ERR1065684
SOUTH AFRICA 22 ERS708008 ERR1065701
SOUTH AFRICA 22 ERS708048 ERR1065720
SOUTH AFRICA 22 ERS708077 ERR1066014
SOUTH AFRICA 22 ERS708081 ERR1066016
SOUTH AFRICA 22 ERS707957 ERR1066045
SOUTH AFRICA 22 ERS708007 ERR1066069
SOUTH AFRICA 22 ERS708021 ERR1066076
SOUTH AFRICA 22 ERS708066 ERR1066098
SOUTH AFRICA 22 ERS638904 ERR925104
SOUTH AFRICA 22 ERS708114 ERR1065755
SOUTH AFRICA 22 ERS708194 ERR1065795
SOUTH AFRICA 22 ERS708248 ERR1065823
SOUTH AFRICA 22 ERS708473 ERR1065848
SOUTH AFRICA 22 ERS708585 ERR1065905
SOUTH AFRICA 22 ERS708602 ERR1065471
SOUTH AFRICA 22 ERS708637 ERR1065488
SOUTH AFRICA 22 ERS708639 ERR1065489
SOUTH AFRICA 22 ERS708649 ERR1065495
SOUTH AFRICA 22 ERS708653 ERR1065499
SOUTH AFRICA 22 ERS708665 ERR1065511
SOUTH AFRICA 22 ERS708685 ERR1065531
SOUTH AFRICA 22 ERS708701 ERR1065547
SOUTH AFRICA 22 ERS638777 ERR908859
SOUTH AFRICA 22 ERS708714 ERR1065560
SOUTH AFRICA 22 ERS708719 ERR1065565
SOUTH AFRICA 22 ERS708721 ERR1065567
SOUTH AFRICA 22 ERS708722 ERR1065568
SOUTH AFRICA 22 ERS638985 ERR909294
SOUTH AFRICA 22 ERS638993 ERR909302
SOUTH AFRICA 22 ERS638988 ERR909297
SOUTH AFRICA 22 ERS638941 ERR909250
SOUTH AFRICA 22 ERS639067 ERR913528
SOUTH AFRICA 22 ERS639110 ERR913558
SOUTH AFRICA 22 ERS639116 ERR913561
SOUTH AFRICA 22 ERS639224 ERR913149
SOUTH AFRICA 22 ERS639149 ERR913096
SOUTH AFRICA 22 ERS639181 ERR913128
SOUTH AFRICA 22 ERS639295 ERR909033
SOUTH AFRICA 22 ERS639258 ERR908996
SOUTH AFRICA 22 ERS639266 ERR909004
SOUTH AFRICA 22 ERS639243 ERR908982
SOUTH AFRICA 22 ERS639202 ERR908951
SOUTH AFRICA 22 ERS639837 ERR909128
SOUTH AFRICA 22 ERS639790 ERR909081
SOUTH AFRICA 22 ERS639814 ERR909105
SOUTH AFRICA 22 ERS639775 ERR909066
SOUTH AFRICA 22 ERS638650 ERR900660
SOUTH AFRICA 22 ERS639756 ERR909047
SOUTH AFRICA 22 ERS639846 ERR909137
SOUTH AFRICA 22 ERS639856 ERR909147
SOUTH AFRICA 22 ERS638714 ERR900724
SOUTH AFRICA 22 ERS639897 ERR909188
SOUTH AFRICA 22 ERS639913 ERR909204
SOUTH AFRICA 22 ERS638722 ERR900732
SOUTH AFRICA 22 ERS639941 ERR925123
SOUTH AFRICA 22 ERS640031 ERR925209
SOUTH AFRICA 22 ERS639968 ERR925150
SOUTH AFRICA 22 ERS639961 ERR925143
SOUTH AFRICA 22 ERS640017 ERR925197
SOUTH AFRICA 22 ERS639978 ERR925160
SOUTH AFRICA 22 ERS639986 ERR925167
SOUTH AFRICA 22 ERS640026 ERR925204
SOUTH AFRICA 22 ERS640042 ERR925220
SOUTH AFRICA 22 ERS638731 ERR925027
SOUTH AFRICA 22 ERS640067 ERR925245
SOUTH AFRICA 22 ERS638739 ERR925035
SOUTH AFRICA 22 ERS640036 ERR925214
SOUTH AFRICA 22 ERS428807 ERR568645
SOUTH AFRICA 22 ERS428848 ERR568684
SOUTH AFRICA 22 ERS428854 ERR568690
KENYA 22 ERS2862063 ERR3217450
KENYA 22 ERS2862103 ERR3164094
KENYA 22 ERS2862118 ERR3217591
KENYA 22 ERS2862133 ERR3217643
KENYA 22 ERS2862146 ERR3217691
KENYA 22 ERS2862149 ERR3217703
KENYA 22 ERS2021580 ERR2352250
KENYA 22 ERS2862183 ERR3217431
KENYA 22 ERS2862218 ERR3217563
KENYA 22 ERS2862220 ERR3217570
KENYA 22 ERS2862982 ERR3217759
KENYA 22 ERS2862252 ERR3217695
KENYA 22 ERS2862262 ERR3217736
KENYA 22 ERS2862554 ERR3164298
KENYA 22 ERS2862267 ERR3217754
KENYA 22 ERS2862311 ERR3217521
KENYA 22 ERS2862332 ERR3217597
KENYA 22 ERS2862370 ERR3217686
KENYA 22 ERS2862378 ERR3217510
KENYA 22 ERS2862417 ERR3217544
KENYA 22 ERS2862569 ERR3217638
KENYA 22 ERS2862426 ERR3217558
KENYA 22 ERS2862573 ERR3164354
KENYA 22 ERS2862446 ERR3164293
KENYA 22 ERS2862449 ERR3164305
KENYA 22 ERS2862450 ERR3164309
KENYA 22 ERS2862457 ERR3164333
KENYA 22 ERS2862459 ERR3164337
KENYA 22 ERS2862462 ERR3164349
KENYA 22 ERS2862463 ERR3164353
KENYA 22 ERS2862469 ERR3164378
KENYA 22 ERS2862580 ERR3217647
KENYA 22 ERS2862475 ERR3164402
KENYA 22 ERS2862481 ERR3164426
KENYA 22 ERS2862595 ERR3164423
KENYA 22 ERS2862509 ERR3164135
KENYA 22 ERS2862519 ERR3164172
KENYA 22 ERS2862824 ERR3192293
KENYA 22 ERS2862825 ERR3192298
KENYA 22 ERS2862839 ERR3192338
KENYA 22 ERS2862861 ERR3192406
KENYA 22 ERS2862878 ERR3217349
KENYA 22 ERS2862632 ERR3164476
KENYA 22 ERS3655213 ERR3655468
KENYA 22 ERS2862652 ERR3164246
KENYA 22 ERS2862660 ERR3164279
KENYA 22 ERS2862680 ERR3164355
KENYA 22 ERS2862688 ERR3164384
KENYA 22 ERS2862691 ERR3164396
KENYA 22 ERS2862743 ERR3164210
KENYA 22 ERS2862751 ERR3164243
KENYA 22 ERS2862754 ERR3164255
KENYA 22 ERS3655258 ERR3655490
KENYA 22 ERS3655267 ERR3655175
KENYA 22 ERS3655283 ERR3655188
SOUTH AFRICA 22 ERS4023991 ERR3864453
SOUTH AFRICA 22 ERS4023993 ERR3864455
SOUTH AFRICA 22 ERS4023888 ERR3864368
SOUTH AFRICA 22 ERS4023895 ERR3864380
SOUTH AFRICA 22 ERS4023918 ERR3864433
KENYA 26 ERS1299287 ERR1788013
MALAWI 26 ERS726030 ERR1202412
MALAWI 26 ERS725986 ERR1202385
MALAWI 26 ERS726009 ERR1202396
MALAWI 26 ERS726002 ERR1202392
MALAWI 26 ERS726042 ERR1202418
MALAWI 26 ERS725997 ERR1202390
MALAWI 26 ERS625944 ERR869956
MALAWI 26 ERS625757 ERR869942
MALAWI 26 ERS625606 ERR862527
MALAWI 26 ERS625583 ERR862504
MALAWI 26 ERS625658 ERR869846
MALAWI 26 ERS625652 ERR869841
MALAWI 26 ERS725461 ERR1288984
MALAWI 26 ERS725451 ERR1288979
MALAWI 26 ERS725467 ERR1288987
MALAWI 26 ERS215339 ERR311110
MALAWI 26 ERS726140 ERR1202556
MALAWI 26 ERS813171 ERR1453494
MALAWI 26 ERS726134 ERR1202553
MALAWI 26 ERS813168 ERR1453491
MALAWI 26 ERS813177 ERR1453500
MALAWI 26 ERS726103 ERR1202537
MALAWI 26 ERS726132 ERR1202552
MALAWI 26 ERS625553 ERR862475
MALAWI 26 ERS726079 ERR1202525
MALAWI 26 ERS813178 ERR1453501
MALAWI 26 ERS726077 ERR1202524
MALAWI 26 ERS725497 ERR1202165
MALAWI 26 ERS725417 ERR1202131
MALAWI 26 ERS813186 ERR1453509
MALAWI 26 ERS725886 ERR1202249
MALAWI 26 ERS725855 ERR1202319
MALAWI 26 ERS725856 ERR1202320
MALAWI 26 ERS726175 ERR1202490
MALAWI 26 ERS725354 ERR1288930
MALAWI 26 ERS725915 ERR1202349
MALAWI 26 ERS553388 ERR774581
MALAWI 26 ERS625698 ERR869885
MALAWI 26 ERS553489 ERR774642
MALAWI 26 ERS725956 ERR1202284
MALAWI 26 ERS725926 ERR1202269
MALAWI 26 ERS214965 ERR316624
MALAWI 26 ERS726070 ERR1202520
MALAWI 26 ERS725940 ERR1202277
THE GAMBIA 26 ERS2922505 ERR3192465
THE GAMBIA 26 ERS2922515 ERR3217377
THE GAMBIA 26 ERS2922539 ERR3192372
THE GAMBIA 26 ERS2922519 ERR3217379
THE GAMBIA 26 ERS497104 ERR714188
THE GAMBIA 26 ERS497109 ERR714191
THE GAMBIA 26 ERS497113 ERR714193
THE GAMBIA 26 ERS497126 ERR714198
THE GAMBIA 26 ERS497130 ERR714199
THE GAMBIA 26 ERS497205 ERR714220
THE GAMBIA 26 ERS497320 ERR714250
THE GAMBIA 26 ERS497107 ERR714105
THE GAMBIA 26 ERS497147 ERR714118
THE GAMBIA 26 ERS497196 ERR714124
THE GAMBIA 26 ERS497242 ERR714136
THE GAMBIA 26 ERS497288 ERR714148
THE GAMBIA 26 ERS497292 ERR714149
THE GAMBIA 26 ERS497392 ERR714177
THE GAMBIA 26 ERS497416 ERR714185
THE GAMBIA 26 ERS497419 ERR714186
THE GAMBIA 26 ERS497428 ERR714274
THE GAMBIA 26 ERS497122 ERR714277
THE GAMBIA 26 ERS497129 ERR714279
THE GAMBIA 26 ERS497186 ERR714295
THE GAMBIA 26 ERS497237 ERR714308
THE GAMBIA 26 ERS497254 ERR714312
THE GAMBIA 26 ERS497262 ERR714314
THE GAMBIA 26 ERS497280 ERR714318
THE GAMBIA 26 ERS497166 ERR714357
THE GAMBIA 26 ERS497421 ERR714427
THE GAMBIA 26 ERS524926 ERR730204
THE GAMBIA 26 ERS525174 ERR730450
THE GAMBIA 26 ERS525183 ERR730459
THE GAMBIA 26 ERS525205 ERR730481
THE GAMBIA 26 ERS525223 ERR730499
THE GAMBIA 26 ERS626999 ERR862281
THE GAMBIA 26 ERS627011 ERR862287
THE GAMBIA 26 ERS627014 ERR870049
THE GAMBIA 26 ERS627019 ERR862289
THE GAMBIA 26 ERS627027 ERR862292
THE GAMBIA 26 ERS627036 ERR870057
THE GAMBIA 26 ERS627040 ERR862297
THE GAMBIA 26 ERS627052 ERR870064
THE GAMBIA 26 ERS627097 ERR862306
THE GAMBIA 26 ERS627102 ERR870092
THE GAMBIA 26 ERS627110 ERR870096
THE GAMBIA 26 ERS627122 ERR870104
THE GAMBIA 26 ERS627130 ERR870110
THE GAMBIA 26 ERS1813509 ERR2089222
THE GAMBIA 26 ERS627096 ERR870138
THE GAMBIA 26 ERS627127 ERR870148
THE GAMBIA 26 ERS627179 ERR862312
THE GAMBIA 26 ERS627209 ERR870215
THE GAMBIA 26 ERS627216 ERR870222
THE GAMBIA 26 ERS627219 ERR870225
THE GAMBIA 26 ERS627227 ERR870233
THE GAMBIA 26 ERS627230 ERR870236
THE GAMBIA 26 ERS627232 ERR870238
THE GAMBIA 26 ERS627233 ERR870239
THE GAMBIA 26 ERS627241 ERR870247
THE GAMBIA 26 ERS627323 ERR870328
THE GAMBIA 26 ERS654421 ERR913271
THE GAMBIA 26 ERS654445 ERR913293
THE GAMBIA 26 ERS654501 ERR913334
THE GAMBIA 26 ERS654579 ERR913386
THE GAMBIA 26 ERS685987 ERR997465
THE GAMBIA 26 ERS686093 ERR997593
THE GAMBIA 26 ERS686142 ERR997637
THE GAMBIA 26 ERS686209 ERR997695
THE GAMBIA 26 ERS719650 ERR1106800
THE GAMBIA 26 ERS719652 ERR1106802
THE GAMBIA 26 ERS719694 ERR1191939
THE GAMBIA 26 ERS719810 ERR1192002
THE GAMBIA 26 ERS719714 ERR1192011
THE GAMBIA 26 ERS719719 ERR1192013
THE GAMBIA 26 ERS719855 ERR1192072
THE GAMBIA 26 ERS719863 ERR1192080
THE GAMBIA 26 ERS719903 ERR1192108
THE GAMBIA 26 ERS719913 ERR1192118
THE GAMBIA 26 ERS1574420 ERR2090015
THE GAMBIA 26 ERS745599 ERR1430897
THE GAMBIA 26 ERS745697 ERR1430964
THE GAMBIA 26 ERS1574384 ERR2089979
THE GAMBIA 26 ERS811915 ERR1453284
THE GAMBIA 26 ERS811919 ERR1453286
THE GAMBIA 26 ERS811836 ERR1453321
THE GAMBIA 26 ERS811957 ERR1453383
THE GAMBIA 26 ERS1574388 ERR2089983
THE GAMBIA 26 ERS812001 ERR1453427
THE GAMBIA 26 ERS812002 ERR1453428
THE GAMBIA 26 ERS812004 ERR1453430
THE GAMBIA 26 ERS812008 ERR1453434
THE GAMBIA 26 ERS812014 ERR1453440
THE GAMBIA 26 ERS812017 ERR1453443
THE GAMBIA 26 ERS812018 ERR1453444
THE GAMBIA 26 ERS812020 ERR1453446
THE GAMBIA 26 ERS1222330 ERR1658162
THE GAMBIA 26 ERS1222339 ERR1658171
THE GAMBIA 26 ERS1222397 ERR1658221
THE GAMBIA 26 ERS1222429 ERR1658252
THE GAMBIA 26 ERS1813302 ERR2089018
THE GAMBIA 26 ERS1813357 ERR2089074
THE GAMBIA 26 ERS1813485 ERR2089198
THE GAMBIA 26 ERS1813498 ERR2089211
THE GAMBIA 26 ERS1813535 ERR2089249
THE GAMBIA 26 ERS1813547 ERR2089260
